text,label,dataset
"[Forward and pass!16 -minute documentary#1 1 1 1 1 1 1#] China strives to reduce the mortality rate of the new crown epidemic, release and order positive data in time ... Why is it ""fake, fabricated, lying"" in some foreign media reports?Why do you sing with American politicians and ""yesterday, but yesterday""?Poke the video, watch the personal resistance#Zhang Dingyu and others refute China's resistance data fraud#, watch the US think tank researcher analyzes the bad intention of China ↓↓ L inter -report video",real,checked
The Brazilian doctor Drauzio Varella defends that the population doesn't need a lockout.,fake,constraint
"@ArvinderSoin When we need lockdown we use to ""Thali bajaav"" When Doctors need PPE kits govt say ""drink cow urine"" When we need sanitizers govt says ""use cowdung cakes"" When we need financial support Govt says ""we r top at GDP"" When we say India is getting worest govt says ""kill Muslims"" &amp;..",fake,constraint
"[#政苏新闻7外国入口案例#] According to the Gansu Provincial Health and Health Commission, from 20:00 on June 21 to 20:00 on June 22, those who arrived in Lanzhou on June 15 on flight MU7792 from Riyadh, Saudi Arabia There were 7 new confirmed cases of new coronary pneumonia among the personnel, and the number of confirmed cases on this flight increased to 19, all of whom were hospitalized and treated in isolation at provincial-level designated hospitals. One close contact was isolated and observed in a provincial designated hospital. The remaining 233 people were quarantined at the centralized isolation point. All inbound personnel are under closed-loop management. As of 20:00 on June 22, Gansu has reported a total of 66 confirmed cases of imported new coronary pneumonia, and a total of 47 cases have been cured and discharged. Oweb link",real,checked
In February CDC Director Robert Redfield said healthy people shouldn't wear masks — but that advice is long outdated. This month he said they're our best defense against COVID-19. https://t.co/bgWYjTjkBE,fake,constraint
#IndiaFightsCorona: India has tested 35902137 so far. With 609917 tests conducted in the last 24 hours India is on its resolved drive to increase its testing capacity. Details : https://t.co/508ll9NKbp @MoHFW_INDIA @ICMRDELHI @drharshvardhan #StaySafe #IndiaWillWin,real,constraint
"[#Florida Beach, the American version of the American version of the United States is clear#] On the 28th, a picture of the overseas social media was hot: a resident of Florida, USA, filmed the beach at the border between Durwal County and St. John County in the state.I saw that the beach on the side of St. John County was crowded, and Duvar County Beach, which had been implemented before, was empty.Many netizens have severely criticized Florida's measures to face the new crown epidemic.O American version of ""Weiyou"", this Florida beach photo is Twitter ...",real,checked
"[#【What are the backpacks of Du Fujia#] On the 23rd, the East Hospital of the People's Hospital of Wuhan University, Du Fujia, a member of the Guizhou aid medical team, showed us the items carried in the daily work backpack: goggles, masks, alcohol cotton cottonTablets, eye drops, hand creams, and warm babies ... This is also the daily life of many medical staff.Thanks for your hard work!I wish you a reunion with your family soon!# V# L's Weibo Video of the People's Daily",real,checked
189 new cases of #COVID19Nigeria; Lagos-70 Plateau-37 FCT-24 Kaduna-19 Rivers-12 Oyo-5 Ogun-4 Ebonyi-3 Katsina-3 Ondo-3 Osun-3 Imo-2 Yobe-2 Ekiti-1 Nasarawa-1 57145 confirmed 48431 discharged 1095 deaths https://t.co/yOrxFUYgAC,real,constraint
"[Ministry of Commerce:#The epidemic has the biggest impact on consumption in February, but it will not change the long -term stability and continuous upgrade trend of consumption] Wang Bin, the person in charge of the Consumption Promotion Department of the Ministry of Commerce, introduced that the epidemic has a greater impact on the short -term consumption, and the mid -term tends to be gentle.As the country and localities introduce the implementation of consumption replenishment policies, consumption will gradually recover in the later period.The epidemic will not change the development trend of long -term stability and continuous upgrading of my country's consumption.",real,checked
162 new cases of #COVID19Nigeria; Lagos-53 Gombe-21 Oyo-19 Delta-12 Ondo-11 Plateau-10 Ebonyi-9 FCT-6 Kwara-6 Kaduna-5 Rivers-3 Ogun-2 Anambra-2 Imo-2 Ekiti-1 54905 confirmed 42922 discharged 1054 deaths https://t.co/WET4nuIJHY,real,constraint
This high rate of daily RECOVERIES has positioned India as the top country globally with maximum number of recovered cases. This has also pushed the Recovery Rate to a high of more than 80%.,real,constraint
@Aintropy Per-capita numbers are obviously important—and we use them in some cases. But because COVID can spread quickly absolute numbers are also important.,real,constraint
_A vaccine for COVID-19 has been found._,fake,constraint
Bitter gourd juice can cure coronavirus.,fake,constraint
???It???s not the coronavirus that???s killing people. It is the economy.??�,fake,constraint
"The United States Rydowe has been approved by President Trump to exempt China for exemption of virus special effects. Zhong Nanshan personally went to the airport to welcome the company's boss, with the production authorization of special effects drugs, Chinese pharmaceutical factories, you can produce by yourself, you can produce it yourself.This medicine.",fake,checked
In a global race against #COVID19 nine leading vaccine developers pledge to uphold scientific standards. https://t.co/r1kUH5IKON https://t.co/m1Op04xAem,real,constraint
COVID-19 update There are no new cases of COVID-19 to report in New Zealand today. It has been 98 days since the last case of COVID-19 was acquired locally from an unknown source.,real,constraint
Twenty-three new cases of #COVID19 have been reported in Nigeria; 9 in Lagos 7 in the FCT 5 in Akwa Ibom 1 in Kaduna and 1 in Bauchi State As at 08:00 pm 1st April there are 174 confirmed cases of #COVID19 reported in Nigeria. Nine have been discharged with two deaths https://t.co/Wy9MzX1lsr,real,constraint
"[Looking forward to it!##] At the time of the International Nurses' Day, pay tribute to every medical staff who resist and protect their lives.Public welfare guest@公 公 公 公#公 公 公 公 公 公 公 公#.At 7:30 pm on May 11th, no see!Singing a song for the angel in white, thank you for your life for us!L People's Daily's Weibo Video",real,checked
Clarification on the NZ COVID Tracer figures: Number of manual entries per day (7 day average): 16151 Number of manual entries in total: 137385,real,constraint
An image accompanies the text: The Italian Prime Minister wept when he recognized that they were losing the battle against the coronavirus.,fake,constraint
Other states seem to be having trouble with several showing substantial drops in current hospitalizations but not posting HHS notices. We’re reporting their hospitalization figures as published and hope to see smoother data next week.,real,constraint
The latest CDC #COVIDView report shows that the percentage of ER visits associated with #COVID19 has decreased nationally for eight consecutive weeks and is on the decline in all 10 regions in the U.S. Learn more: https://t.co/zP4VYlo0Pb. https://t.co/1QW8Qsmdr3,real,constraint
